[2023-06-26 14:23:19] [INFO    ] discord.client: logging in using static token
[2023-06-26 14:23:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'guild_hashes': {'version': 1, 'roles': {'omitted': False, 'hash': 'oPiCaA'}, 'metadata': {'omitted': False, 'hash': 'W3sLVg'}, 'channels': {'omitted': False, 'hash': '1Q9Vzg'}}, 'emojis': [{'version': 0, 'roles': [], 'require_colons': True, 'name': 'concern', 'managed': False, 'id': '791504244192575489', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'snig', 'managed': False, 'id': '791504244334133278', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'what', 'managed': False, 'id': '791504244376600586', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'welp', 'managed': False, 'id': '791504577064075294', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'angy', 'managed': False, 'id': '793323523891265597', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'mayoYes', 'managed': False, 'id': '806594511753052240', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'niceMeme', 'managed': False, 'id': '806595097672155156', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'what3', 'managed': False, 'id': '806595569857331281', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'perception', 'managed': False, 'id': '806599450189365258', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'froge', 'managed': False, 'id': '824334498942025788', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'snoozin', 'managed': False, 'id': '911485552728080415', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'why', 'managed': False, 'id': '921232538129817670', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': '0pussy', 'managed': False, 'id': '935360767753080903', 'available': True, 'animated': False}, {'version': 1681241671402, 'roles': [], 'require_colons': True, 'name': 'hobo', 'managed': False, 'id': '1095431697467715724', 'available': True, 'animated': False}, {'version': 1681241768855, 'roles': [], 'require_colons': True, 'name': 'usetogetbanned', 'managed': False, 'id': '1095432094999646410', 'available': True, 'animated': False}], 'safety_alerts_channel_id': None, 'max_stage_video_channel_users': 50, 'default_message_notifications': 0, 'lazy': True, 'voice_states': [], 'hub_type': None, 'joined_at': '2023-06-23T17:52:42.686626+00:00', 'preferred_locale': 'en-US', 'channels': [{'version': 1668552571935, 'type': 0, 'topic': 'read it and weep', 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': None, 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2022-12-25T17:59:01+00:00', 'last_message_id': '1122948394831315036', 'id': '791403843895951402', 'flags': 0}, {'version': 1681693312281, 'type': 0, 'topic': 'also porn!', 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '791403843261956108', 'deny': '0', 'allow': '0'}, {'type': 1, 'id': '284068801799127040', 'deny': '0', 'allow': '0'}], 'parent_id': None, 'nsfw': True, 'name': 'weird-shit', 'last_pin_timestamp': '2022-05-11T12:37:08+00:00', 'last_message_id': '1121939558368546846', 'id': '791540330545283092', 'flags': 0}, {'version': 1684715047867, 'user_limit': 0, 'type': 2, 'rtc_region': 'us-east', 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '908818132351746069', 'nsfw': False, 'name': 'vc', 'last_message_id': '1119012379599052851', 'id': '796218828585566252', 'flags': 0, 'bitrate': 96000}, {'version': 1683040200185, 'type': 0, 'topic': "carlos' crack palace", 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 1, 'id': '656754478799650818', 'deny': '0', 'allow': '17448312848'}, {'type': 0, 'id': '791403843261956108', 'deny': '103079215104', 'allow': '0'}], 'parent_id': None, 'nsfw': True, 'name': 'general-2', 'last_pin_timestamp': '2021-09-27T00:37:49+00:00', 'last_message_id': '1120429802835415160', 'id': '810711557666635786', 'flags': 0}, {'version': 1683040257600, 'type': 5, 'topic': 'the worst of the worst', 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 1, 'id': '656754478799650818', 'deny': '274877906944', 'allow': '18432'}, {'type': 0, 'id': '791403843261956108', 'deny': '2048', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'hall-of-fame', 'last_pin_timestamp': '2021-09-16T23:43:13+00:00', 'last_message_id': '1113900865108062339', 'id': '855182459918352385', 'flags': 0}, {'version': 0, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'voice channels', 'id': '908818132351746069', 'flags': 0}, {'version': 1687791918442, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '791403843261956108', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '1121536280564604958', 'deny': '0', 'allow': '1024'}], 'parent_id': None, 'nsfw': False, 'name': 'phmbot-testing', 'last_message_id': '1122914402069385226', 'id': '1122905435549221007', 'flags': 0}], 'rules_channel_id': None, 'incidents_data': None, 'premium_tier': 0, 'nsfw_level': 0, 'description': None, 'vanity_url_code': None, 'explicit_content_filter': 0, 'mfa_level': 0, 'id': '791403843261956108', 'nsfw': False, 'stage_instances': [], 'presences': [], 'splash': None, 'afk_channel_id': None, 'owner_id': '312877468199682050', 'application_command_counts': {'1': 8}, 'large': False, 'system_channel_flags': 0, 'latest_onboarding_question_id': None, 'discovery_splash': None, 'threads': [], 'icon': '98ff6eba735d7728938d0e2511750085', 'stickers': [], 'premium_subscription_count': 0, 'features': ['WELCOME_SCREEN_ENABLED', 'SOUNDBOARD'], 'max_video_channel_users': 25, 'member_count': 16, 'unavailable': False, 'system_channel_id': '791403843895951402', 'embedded_activities': [], 'banner': None, 'public_updates_channel_id': None, 'home_header': None, 'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '137411140509376', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '791403843261956108', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 9, 'permissions': '6546771521', 'name': 'schizoid', 'mentionable': False, 'managed': False, 'id': '791407320495161386', 'icon': None, 'hoist': False, 'flags': 0, 'color': 7419530}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '6546771521', 'name': 'smoke crack 4 life', 'mentionable': False, 'managed': False, 'id': '791492789250293770', 'icon': None, 'hoist': False, 'flags': 0, 'color': 4891053}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '0', 'name': 'god-king alt', 'mentionable': False, 'managed': False, 'id': '864011306431152151', 'icon': None, 'hoist': False, 'flags': 0, 'color': 3066993}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '0', 'name': 'Women', 'mentionable': False, 'managed': False, 'id': '865715777658683425', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16739284}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 8, 'permissions': '0', 'name': 'husbands', 'mentionable': False, 'managed': False, 'id': '867965128493129778', 'icon': None, 'hoist': False, 'flags': 0, 'color': 10038562}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '1071698665152', 'name': 'boomers', 'mentionable': False, 'managed': False, 'id': '892073002571800587', 'icon': None, 'hoist': False, 'flags': 0, 'color': 15105570}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '1071698665152', 'name': 'MIA', 'mentionable': False, 'managed': False, 'id': '892074300964745216', 'icon': None, 'hoist': False, 'flags': 0, 'color': 3553598}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'emo (tryhard)', 'mentionable': False, 'managed': False, 'id': '895455988570783775', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '1071698665152', 'name': 'benradryl', 'mentionable': False, 'managed': False, 'id': '944679959635587082', 'icon': None, 'hoist': False, 'flags': 0, 'color': 3447003}, {'version': 1687542762655, 'unicode_emoji': None, 'tags': {'bot_id': '1121536280564604958'}, 'position': 1, 'permissions': '3206208', 'name': 'PHMBot', 'mentionable': False, 'managed': True, 'id': '1121860400187723780', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'verification_level': 2, 'max_members': 500000, 'application_id': None, 'premium_progress_bar_enabled': False, 'name': 'mk ultras', 'region': 'deprecated', 'guild_scheduled_events': [], 'members': [{'user': {'username': 'PHMBot', 'public_flags': 0, 'id': '1121536280564604958', 'global_name': None, 'display_name': None, 'discriminator': '7534', 'bot': True, 'avatar_decoration': None, 'avatar': None}, 'roles': ['1121860400187723780'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-06-23T17:52:42.686626+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}], 'afk_timeout': 300}}
[2023-06-26 14:23:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2023-06-26 14:23:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'guild_hashes': {'version': 1, 'roles': {'omitted': False, 'hash': 'uKR94g'}, 'metadata': {'omitted': False, 'hash': 'Rdf/jQ'}, 'channels': {'omitted': False, 'hash': 'q38eow'}}, 'emojis': [{'version': 1683964363137, 'roles': [], 'require_colons': True, 'name': 'sami', 'managed': False, 'id': '1106851483921698937', 'available': True, 'animated': False}, {'version': 1686613732625, 'roles': [], 'require_colons': True, 'name': 'true', 'managed': False, 'id': '1117963739480731678', 'available': True, 'animated': False}], 'safety_alerts_channel_id': None, 'max_stage_video_channel_users': 50, 'default_message_notifications': 0, 'lazy': True, 'voice_states': [], 'hub_type': None, 'joined_at': '2023-06-23T19:35:14.934839+00:00', 'preferred_locale': 'en-US', 'channels': [{'version': 1679806915544, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1089413906079957154', 'flags': 0}, {'version': 1686610482799, 'type': 4, 'position': 0, 'permission_overwrites': [], 'parent_id': None, 'name': 'Voice Channels', 'id': '1089413906079957155', 'flags': 0}, {'version': 1686614097007, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '1093001330144055386', 'deny': '2048', 'allow': '0'}, {'type': 0, 'id': '1089413905077522484', 'deny': '0', 'allow': '2147483648'}], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2023-04-05T02:46:10+00:00', 'last_message_id': '1122947686891524149', 'id': '1089413906079957156', 'icon_emoji': {'name': '🌐', 'id': None}, 'flags': 0}, {'version': 1686610482830, 'user_limit': 0, 'type': 2, 'theme_color': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1089413906079957155', 'nsfw': False, 'name': 'General', 'last_message_id': '1119823330900455525', 'id': '1089413906079957157', 'icon_emoji': {'name': '🌐', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1686808322786, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [{'type': 0, 'id': '1089413905077522484', 'deny': '1024', 'allow': '0'}], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'system', 'last_message_id': '1122751758523969566', 'id': '1092277134199894126', 'icon_emoji': {'name': '🔧', 'id': None}, 'flags': 0}, {'version': 1686808322775, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'bot-spam', 'last_message_id': '1122741134477754521', 'id': '1093004676535947324', 'icon_emoji': {'name': '🤖', 'id': None}, 'flags': 0}, {'version': 1686724697092, 'user_limit': 0, 'type': 2, 'theme_color': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1089413906079957155', 'nsfw': False, 'name': 'music', 'last_message_id': None, 'id': '1093008068855463957', 'icon_emoji': {'name': '🎵', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1686610482754, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'stars', 'last_message_id': '1122213173815169055', 'id': '1093013386750611639', 'icon_emoji': {'name': '✨', 'id': None}, 'flags': 0}, {'version': 1686808322832, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '1089413906079957155', 'nsfw': False, 'name': 'vc-text', 'last_message_id': '1122762079263281162', 'id': '1096656739555880960', 'icon_emoji': {'name': '📝', 'id': None}, 'flags': 0}, {'version': 1686724697108, 'user_limit': 0, 'type': 2, 'theme_color': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1089413906079957155', 'nsfw': False, 'name': 'afk', 'last_message_id': None, 'id': '1100668448884936744', 'icon_emoji': {'name': '🚶', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1686610482842, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'nature-is-good', 'last_message_id': '1122316125707960372', 'id': '1105274848688742483', 'icon_emoji': {'name': '🌳', 'id': None}, 'flags': 0}, {'version': 1686808322730, 'type': 0, 'topic': 'for naushin :)', 'theme_color': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'silly-book-quotes', 'last_message_id': '1105677644185485312', 'id': '1105675710426796082', 'icon_emoji': {'name': '📚', 'id': None}, 'flags': 0}, {'version': 1686808322805, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '1101612180345983006', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1101613729193410560', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1089413905077522484', 'deny': '1024', 'allow': '0'}], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'bot-spam-2', 'last_message_id': '1122947394800209991', 'id': '1110673975274635315', 'icon_emoji': {'name': '🤖', 'id': None}, 'flags': 0}, {'version': 1686610482808, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'arts-n-crafts', 'last_message_id': '1122303391117344868', 'id': '1116221857234956289', 'icon_emoji': {'name': '🎨', 'id': None}, 'flags': 0}, {'version': 1686724697069, 'user_limit': 0, 'type': 2, 'theme_color': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1089413906079957155', 'nsfw': False, 'name': 'gamers', 'last_message_id': None, 'id': '1118428948016144415', 'icon_emoji': {'name': '🎮', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1686808322687, 'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1089413906079957154', 'nsfw': False, 'name': 'gamer-time', 'last_message_id': '1118788627317665876', 'id': '1118779922048098354', 'icon_emoji': {'name': '🎮', 'id': None}, 'flags': 0}], 'rules_channel_id': None, 'incidents_data': None, 'premium_tier': 0, 'nsfw_level': 0, 'description': None, 'vanity_url_code': None, 'explicit_content_filter': 0, 'mfa_level': 0, 'id': '1089413905077522484', 'nsfw': False, 'stage_instances': [], 'presences': [], 'splash': None, 'afk_channel_id': '1100668448884936744', 'owner_id': '292794022483853313', 'application_command_counts': {'3': 4, '2': 2, '1': 250}, 'large': False, 'system_channel_flags': 0, 'latest_onboarding_question_id': None, 'discovery_splash': None, 'threads': [], 'icon': 'fcf19c320e4eb09855535bfaedef59aa', 'stickers': [], 'premium_subscription_count': 0, 'features': ['SOUNDBOARD', 'CHANNEL_ICON_EMOJIS_GENERATED'], 'max_video_channel_users': 25, 'member_count': 24, 'unavailable': False, 'system_channel_id': '1092277134199894126', 'embedded_activities': [], 'banner': None, 'public_updates_channel_id': None, 'home_header': None, 'roles': [{'version': 1679806915537, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '137411140505153', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1089413905077522484', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610298897, 'unicode_emoji': None, 'tags': {'bot_id': '563434444321587202'}, 'position': 24, 'permissions': '5492725772120', 'name': 'Maki.gg', 'mentionable': False, 'managed': True, 'id': '1093001330144055386', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610312396, 'unicode_emoji': None, 'tags': {}, 'position': 16, 'permissions': '0', 'name': 'naushin', 'mentionable': True, 'managed': False, 'id': '1093013940352598076', 'icon': None, 'hoist': False, 'flags': 0, 'color': 4770815}, {'version': 1686610312403, 'unicode_emoji': None, 'tags': {}, 'position': 18, 'permissions': '0', 'name': 'sami', 'mentionable': True, 'managed': False, 'id': '1093014132233605240', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16758465}, {'version': 1686610298909, 'unicode_emoji': None, 'tags': {}, 'position': 27, 'permissions': '0', 'name': 'cole', 'mentionable': True, 'managed': False, 'id': '1093014295777919066', 'icon': None, 'hoist': False, 'flags': 0, 'color': 45492}, {'version': 1686610312383, 'unicode_emoji': None, 'tags': {}, 'position': 13, 'permissions': '0', 'name': 'benny', 'mentionable': True, 'managed': False, 'id': '1093015351073193984', 'icon': None, 'hoist': False, 'flags': 0, 'color': 1072400}, {'version': 1686610312375, 'unicode_emoji': None, 'tags': {}, 'position': 11, 'permissions': '0', 'name': 'carmen', 'mentionable': True, 'managed': False, 'id': '1093016160968134666', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16744207}, {'version': 1687548881381, 'unicode_emoji': None, 'tags': {}, 'position': 22, 'permissions': '32', 'name': 'naomi', 'mentionable': True, 'managed': False, 'id': '1093206123772919878', 'icon': None, 'hoist': False, 'flags': 0, 'color': 13515007}, {'version': 1686610312391, 'unicode_emoji': None, 'tags': {}, 'position': 15, 'permissions': '0', 'name': 'danysh', 'mentionable': True, 'managed': False, 'id': '1093207864019009576', 'icon': None, 'hoist': False, 'flags': 0, 'color': 255}, {'version': 1686610312358, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '0', 'name': 'zelda', 'mentionable': True, 'managed': False, 'id': '1093252944251592744', 'icon': None, 'hoist': False, 'flags': 0, 'color': 14625579}, {'version': 1686610298900, 'unicode_emoji': None, 'tags': {'bot_id': '800383254389194754'}, 'position': 25, 'permissions': '532844768320', 'name': 'Rocket Gambling', 'mentionable': False, 'managed': True, 'id': '1094475053338480652', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610303647, 'unicode_emoji': None, 'tags': {'premium_subscriber': None}, 'position': 5, 'permissions': '67042396327489', 'name': 'Server Booster', 'mentionable': False, 'managed': True, 'id': '1096196731747700746', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16023551}, {'version': 1686610298905, 'unicode_emoji': None, 'tags': {'bot_id': '451379187031343104'}, 'position': 26, 'permissions': '37088344', 'name': 'LunaBot 🌙', 'mentionable': False, 'managed': True, 'id': '1101444505191850038', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610312400, 'unicode_emoji': None, 'tags': {}, 'position': 17, 'permissions': '0', 'name': 'liam', 'mentionable': True, 'managed': False, 'id': '1101612180345983006', 'icon': None, 'hoist': False, 'flags': 0, 'color': 11908836}, {'version': 1686610312367, 'unicode_emoji': None, 'tags': {}, 'position': 9, 'permissions': '395140254784', 'name': 'bot', 'mentionable': False, 'managed': False, 'id': '1101613729193410560', 'icon': None, 'hoist': True, 'flags': 0, 'color': 6323595}, {'version': 1686610312371, 'unicode_emoji': None, 'tags': {}, 'position': 10, 'permissions': '111019640217152', 'name': 'friends', 'mentionable': False, 'managed': False, 'id': '1101614073315074159', 'icon': None, 'hoist': True, 'flags': 0, 'color': 0}, {'version': 1686610312411, 'unicode_emoji': None, 'tags': {}, 'position': 20, 'permissions': '0', 'name': 'lily', 'mentionable': True, 'managed': False, 'id': '1101625860898959460', 'icon': None, 'hoist': False, 'flags': 0, 'color': 14962856}, {'version': 1686610312387, 'unicode_emoji': None, 'tags': {}, 'position': 14, 'permissions': '0', 'name': 'oswald', 'mentionable': True, 'managed': False, 'id': '1101626273391976570', 'icon': None, 'hoist': False, 'flags': 0, 'color': 6868653}, {'version': 1686610303644, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '0', 'name': 'shmerg', 'mentionable': True, 'managed': False, 'id': '1101627031751503953', 'icon': None, 'hoist': False, 'flags': 0, 'color': 7580898}, {'version': 1686610312407, 'unicode_emoji': None, 'tags': {}, 'position': 19, 'permissions': '0', 'name': 'robyn', 'mentionable': True, 'managed': False, 'id': '1111136914792263692', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16745905}, {'version': 1686610312415, 'unicode_emoji': None, 'tags': {}, 'position': 21, 'permissions': '0', 'name': 'tiffany', 'mentionable': False, 'managed': False, 'id': '1116219146607267950', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16711935}, {'version': 1686610312378, 'unicode_emoji': None, 'tags': {}, 'position': 12, 'permissions': '0', 'name': 'alex', 'mentionable': False, 'managed': False, 'id': '1116220893769773137', 'icon': None, 'hoist': False, 'flags': 0, 'color': 15844367}, {'version': 1686610312363, 'unicode_emoji': None, 'tags': {}, 'position': 8, 'permissions': '0', 'name': 'tima', 'mentionable': False, 'managed': False, 'id': '1116221021234663514', 'icon': None, 'hoist': False, 'flags': 0, 'color': 16731392}, {'version': 1686610303638, 'unicode_emoji': None, 'tags': {'bot_id': '949479338275913799'}, 'position': 3, 'permissions': '117760', 'name': 'Make it a Quote', 'mentionable': False, 'managed': True, 'id': '1116570516745109549', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610303633, 'unicode_emoji': None, 'tags': {'bot_id': '730778862203437068'}, 'position': 2, 'permissions': '412317248576', 'name': 'Mr Poll', 'mentionable': False, 'managed': True, 'id': '1116571044136890443', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610303626, 'unicode_emoji': None, 'tags': {'bot_id': '985705210930397274'}, 'position': 1, 'permissions': '8', 'name': 'Caramel Bot', 'mentionable': False, 'managed': True, 'id': '1116573351452885078', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}, {'version': 1686610312340, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '0', 'name': 'zee', 'mentionable': False, 'managed': False, 'id': '1117166525456060488', 'icon': None, 'hoist': False, 'flags': 0, 'color': 5312564}, {'version': 1686610312422, 'unicode_emoji': None, 'tags': {}, 'position': 23, 'permissions': '0', 'name': 'jacob', 'mentionable': False, 'managed': False, 'id': '1117949296541712474', 'icon': None, 'hoist': False, 'flags': 0, 'color': 7419530}, {'version': 1687548914883, 'unicode_emoji': None, 'tags': {'bot_id': '1121536280564604958'}, 'position': 1, 'permissions': '3198016', 'name': 'PHMBot', 'mentionable': False, 'managed': True, 'id': '1121886204632240130', 'icon': None, 'hoist': False, 'flags': 0, 'color': 0}], 'verification_level': 0, 'max_members': 500000, 'application_id': None, 'premium_progress_bar_enabled': False, 'name': 'frog friends', 'region': 'deprecated', 'guild_scheduled_events': [], 'members': [{'user': {'username': 'PHMBot', 'public_flags': 0, 'id': '1121536280564604958', 'global_name': None, 'display_name': None, 'discriminator': '7534', 'bot': True, 'avatar_decoration': None, 'avatar': None}, 'roles': ['1121886204632240130'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-06-23T19:35:14.934839+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}], 'afk_timeout': 1800}}
[2023-06-26 14:23:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2023-06-26 14:23:20] [DEBUG   ] discord.client: Dispatching event guild_available
[2023-06-26 14:23:20] [DEBUG   ] discord.client: Dispatching event guild_available
[2023-06-26 14:23:22] [DEBUG   ] discord.client: Dispatching event ready
[2023-06-26 14:23:22] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1121536280564604958/commands with [{"name":"commandname","description":"My first application Command","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null}] has returned 200
[2023-06-26 14:23:22] [DEBUG   ] discord.http: PUT /applications/{application_id}/commands has found its initial rate limit bucket hash (a3b974ef6eb1c925dd4ceb42f4db26fd).
[2023-06-26 14:23:22] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1121536280564604958/commands has received [{'id': '1122955281748459542', 'application_id': '1121536280564604958', 'version': '1122955281748459543', 'default_member_permissions': None, 'type': 1, 'name': 'commandname', 'name_localizations': None, 'description': 'My first application Command', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'nsfw': False}]
[2023-06-26 14:23:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTEyMjk1NTM0NzcxNjQ3Mjg3NDpRdWNLajJyUE85ZkdtSkhmVWJ0TlBXY29SeFlTZXlrd3lHV3dyWTF4U0NMVDFWZlVJYkVqTkN1N2NGMnJYWGRUWWMyOGxidmxnWGlmNmlWRXRMbFg1dkRTZEtOSEd4dmFwTVNCRWYyeldlOEdTSmdlQ2JoQktaUjgzcUI2OExwMg', 'member': {'user': {'username': 'realnaomi', 'public_flags': 0, 'id': '312877468199682050', 'global_name': 'NAOMI', 'discriminator': '0', 'avatar_decoration': None, 'avatar': '5cb35f1e9e4978eb6438d9d6ebca43eb'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '140737488355327', 'pending': False, 'nick': 'ashton', 'mute': False, 'joined_at': '2020-12-23T20:36:19.893000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'avatar': None}, 'locale': 'en-US', 'id': '1122955347716472874', 'guild_locale': 'en-US', 'guild_id': '791403843261956108', 'guild': {'locale': 'en-US', 'id': '791403843261956108', 'features': ['WELCOME_SCREEN_ENABLED', 'SOUNDBOARD']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'commandname', 'id': '1122955281748459542'}, 'channel_id': '791403843895951402', 'channel': {'type': 0, 'topic': 'read it and weep', 'rate_limit_per_user': 0, 'position': 1, 'permissions': '140737488355327', 'parent_id': None, 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2022-12-25T17:59:01+00:00', 'last_message_id': '1122948394831315036', 'id': '791403843895951402', 'guild_id': '791403843261956108', 'flags': 0}, 'application_id': '1121536280564604958', 'app_permissions': '137411140517568'}}
[2023-06-26 14:23:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2023-06-26 14:23:38] [DEBUG   ] discord.client: Dispatching event interaction
